Vakances Nr,Aktualizācijas datums,Iestādes reģistrācijas numurs,Vakances nosaukums,Vakances kategorija,Alga no,Alga līdz,Slodzes tips,Darba laika veids,Darba stundas nedēļā,Pieteikšanās termiņš,Attēls,Vieta,Vakances paplašināts apraksts
220422-54,2022-04-22,90000069281,GALVENAIS NODOKĻU INSPEKTORS,Valsts pārvalde,966.000,1308.000,"","","",2022-05-05,"","Talejas iela 1, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/320282630
220426-161,2022-04-26,90000069281,GALVENAIS NODOKĻU INSPEKTORS,Valsts pārvalde,966.000,1349.000,"","","",2022-05-26,"","Talejas iela 1, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/320560724
220429-86,2022-05-02,90000069281,GALVENAIS NODOKĻU INSPEKTORS,Valsts pārvalde,842.000,1086.000,"","","",2022-05-30,"","Brīvības iela 10B, Dobele, Dobeles nov.",https://cvvp.nva.gov.lv/#/pub/vakances/320893200
220426-63,2022-04-26,90009476367,VECĀKAIS EKSPERTS,Valsts pārvalde,1052.000,1140.000,"","","",2022-05-10,"","Bezdelīgu iela 1A, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/320514313
220421-331,2022-05-02,90009476367,GALVENAIS ARHĪVISTS,Valsts pārvalde,835.000,1040.000,"","","",2022-05-08,"","Pulkveža Brieža iela 24, Jelgava",https://cvvp.nva.gov.lv/#/pub/vakances/320249275
220407-62,2022-04-07,90000051561,PEDAGOGS,Izglītība / Zinātne,890.000,900.000,Viena vesela slodze,Normālais darba laiks,25,2022-08-01,"","Lielupes iela 21, Jūrmala",https://cvvp.nva.gov.lv/#/pub/vakances/319298889
220429-105,2022-04-29,90000069281,GALVENAIS NODOKĻU INSPEKTORS,Valsts pārvalde,842.000,973.000,"","","",2022-05-10,"","Talejas iela 1, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/320901803
220502-240,2022-05-02,90009476367,JURISTS,Valsts pārvalde,835.000,1190.000,Viena vesela slodze,Normālais darba laiks,"",2022-05-18,"","Šķūņu iela 11, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/321064246
220429-126,2022-04-29,90000069281,GALVENAIS NODOKĻU INSPEKTORS,Valsts pārvalde,842.000,973.000,"","","",2022-05-19,"","Talejas iela 1, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/320910890
220429-164,2022-04-29,90000069281,GALVENAIS NODOKĻU INSPEKTORS,Valsts pārvalde,842.000,1086.000,"","","",2022-05-16,"","Talejas iela 1, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/320924272
220429-184,2022-04-29,90000069281,GALVENAIS NODOKĻU INSPEKTORS,Valsts pārvalde,842.000,1058.000,"","","",2022-05-16,"","Dzintaru iela 18, Ventspils",https://cvvp.nva.gov.lv/#/pub/vakances/320931102
220429-205,2022-05-02,90000069281,GALVENAIS NODOKĻU INSPEKTORS,Valsts pārvalde,842.000,1086.000,Viena vesela slodze,"","",2022-05-16,"","Jūras iela 25/29, Liepāja",https://cvvp.nva.gov.lv/#/pub/vakances/320938630
220502-65,2022-05-02,90000069281,VECĀKAIS LIETVEDIS,Valsts pārvalde,745.000,866.000,"","","",2022-05-13,"","Talejas iela 1, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/321016279
220502-318,2022-05-02,90000069281,GALVENAIS NODOKĻU INSPEKTORS,Valsts pārvalde,966.000,1349.000,"","","",2022-06-01,"","Rīgas iela 4, Daugavpils",https://cvvp.nva.gov.lv/#/pub/vakances/321083795
220411-245,2022-05-02,90000031705,PAŠVALDĪBAS POLICIJAS INSPEKTORS,Drošība / Glābšanas dienesti / Aizsardzība,706.000,706.000,"","","",2022-05-08,"","Mazais ceļš 3, Jelgava",https://cvvp.nva.gov.lv/#/pub/vakances/319588208
220502-426,2022-05-02,90000069281,GALVENAIS NODOKĻU INSPEKTORS,Valsts pārvalde,966.000,1349.000,Viena vesela slodze,Normālais darba laiks,"",2022-05-26,"","Jūras iela 25/29, Liepāja",https://cvvp.nva.gov.lv/#/pub/vakances/321101377
220411-244,2022-05-02,90000031705,PAŠVALDĪBAS POLICIJAS INSPEKTORS,Drošība / Glābšanas dienesti / Aizsardzība,706.000,706.000,"","","",2022-05-08,"","Mazais ceļš 3, Jelgava",https://cvvp.nva.gov.lv/#/pub/vakances/319587817
220411-246,2022-05-02,90000031705,PAŠVALDĪBAS POLICIJAS INSPEKTORS,Drošība / Glābšanas dienesti / Aizsardzība,642.000,642.000,"","","",2022-05-08,"","Mazais ceļš 3, Jelgava",https://cvvp.nva.gov.lv/#/pub/vakances/319589030
220502-556,2022-05-02,90000069281,GALVENAIS NODOKĻU INSPEKTORS,Valsts pārvalde,966.000,1349.000,Viena vesela slodze,Normālais darba laiks,"",2022-06-01,"","Beātes iela 29, Valmiera, Valmieras nov.",https://cvvp.nva.gov.lv/#/pub/vakances/321123814
220411-256,2022-05-02,90000031705,PAŠVALDĪBAS POLICIJAS INSPEKTORS,Drošība / Glābšanas dienesti / Aizsardzība,706.000,706.000,"","","",2022-05-08,"","Mazais ceļš 3, Jelgava",https://cvvp.nva.gov.lv/#/pub/vakances/319591366
220503-287,2022-05-03,90000433377,PADOMES LOCEKLIS,Valsts pārvalde,2900.000,2900.000,Viena vesela slodze,Normālais darba laiks,"",2022-05-22,"","Brīvības iela 55, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/321194865
220331-305,2022-04-29,90009227961,ĢIMENES (VISPĀRĒJĀS PRAKSES) ĀRSTS,Valsts pārvalde,1820.000,2093.000,Nepilna slodze,"","",2022-05-31,"","NBS Aviācijas bāze, Rembates pag., Ogres nov.",https://cvvp.nva.gov.lv/#/pub/vakances/318839027
220331-304,2022-04-29,90009227961,AUTOBUSA VADĪTĀJS,Valsts pārvalde,675.000,996.000,Viena vesela slodze,Normālais darba laiks,40,2022-05-31,"","NBS Aviācijas bāze, Rembates pag., Ogres nov.",https://cvvp.nva.gov.lv/#/pub/vakances/318838979
220331-307,2022-04-29,90009227961,Neatliekamās medicīnas ĀRSTA PALĪGS/ FELDŠERIS,Valsts pārvalde,1550.000,1783.000,Viena vesela slodze,Summētais darba laiks,"",2022-05-31,"","NBS Aviācijas bāze, Rembates pag., Ogres nov.",https://cvvp.nva.gov.lv/#/pub/vakances/318839093
220421-77,2022-04-21,90009227961,DARBA AIZSARDZĪBAS VECĀKAIS SPECIĀLISTS,Valsts pārvalde,745.000,1093.000,Viena vesela slodze,Normālais darba laiks,40,2022-05-20,"","NBS Aviācijas bāze, Rembates pag., Ogres nov.",https://cvvp.nva.gov.lv/#/pub/vakances/320172156
220413-99,2022-04-13,90009227961,PAVĀRS,Valsts pārvalde,552.000,802.000,"",Summētais darba laiks,"",2022-05-16,"","NBS Aviācijas bāze, Rembates pag., Ogres nov.",https://cvvp.nva.gov.lv/#/pub/vakances/319778674
220425-89,2022-04-25,90009115938,EKSPERTS,Valsts pārvalde,1174.000,1174.000,Viena vesela slodze,Normālais darba laiks,"",2022-05-06,"","Aspazijas bulvāris 24, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/320414012
220502-344,2022-05-02,90009251342,FIZIOTERAPEITS,Izglītība / Zinātne,428.000,428.000,Nepilna slodze,Normālais darba laiks,16,2022-05-31,"","Dzirnavu iela, Jūrmala",https://cvvp.nva.gov.lv/#/pub/vakances/321088915
220228-21,2022-04-25,40900015253,APKOPĒJS,Cita,500.000,500.000,Viena vesela slodze,Normālais darba laiks,40,2022-05-31,"","Rīga,Marsa gatve 8",https://cvvp.nva.gov.lv/#/pub/vakances/316739554
220228-30,2022-04-25,40900015253,PIRMSSKOLAS IZGLĪTĪBAS MŪZIKAS SKOLOTĀJS,Izglītība / Zinātne,911.000,911.000,Viena vesela slodze,"","",2022-05-31,"","Marsa gatve 8, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/316741134
220228-26,2022-04-25,40900015253,PAVĀRS,Cita,598.000,598.000,Viena vesela slodze,Normālais darba laiks,40,2022-05-31,"","Marsa gatve 8, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/316740310
220228-24,2022-04-25,40900015253,PIRMSSKOLAS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,911.000,911.000,Viena vesela slodze,"","",2022-05-31,"","Rīga,Marsa gatve 8",https://cvvp.nva.gov.lv/#/pub/vakances/316740038
220425-133,2022-04-25,90011630688,Atbilstības VĒRTĒTĀJS,Valsts pārvalde,1253.000,1647.000,Viena vesela slodze,Normālais darba laiks,"",2022-05-15,"","Brīvības iela 55, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/320426375
220413-133,2022-04-13,90009227961,VIRTUVES DARBINIEKS,Valsts pārvalde,500.000,608.000,"",Summētais darba laiks,"",2022-05-16,"","NBS Aviācijas bāze, Rembates pag., Ogres nov.",https://cvvp.nva.gov.lv/#/pub/vakances/319789315
220426-152,2022-04-26,90000088687,VECĀKAIS REFERENTS,Valsts pārvalde,1253.000,1647.000,Viena vesela slodze,Normālais darba laiks,40,2022-05-06,"","Gogoļa iela 3, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/320551588
220503-240,2022-05-03,40900011961,APKOPĒJS,Cita,500.000,500.000,Viena vesela slodze,Normālais darba laiks,"",2022-06-30,"","Purvciema iela 23A, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/321186857
220425-45,2022-04-25,90000039272,SAIMNIECĪBAS VADĪTĀJS,Cita,1382.000,1382.000,Viena vesela slodze,Normālais darba laiks,"",2022-06-02,"","Krišjāņa Valdemāra iela 139, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/320391945
220425-43,2022-04-25,90000039272,LIETVEDIS,Izglītība / Zinātne,1093.000,1093.000,Viena vesela slodze,Normālais darba laiks,"",2022-06-02,"","Krišjāņa Valdemāra iela 139, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/320391132
220316-272,2022-03-16,90002199154,PIRMSSKOLAS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,774.000,774.000,"","","",2022-05-16,"","Garā iela 24, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/317840977
220316-277,2022-03-16,90002199154,PIRMSSKOLAS IZGLĪTĪBAS SPORTA SKOLOTĀJS,Izglītība / Zinātne,387.000,387.000,Nepilna slodze,"","",2022-05-16,"","Garā iela 24, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/317841277
220316-280,2022-03-16,90002199154,SKOLOTĀJA PALĪGS,Izglītība / Zinātne,614.000,614.000,Viena vesela slodze,"","",2022-05-16,"","Garā iela 24, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/317841433
220316-282,2022-03-16,90002199154,SĒTNIEKS,Izglītība / Zinātne,375.000,375.000,Nepilna slodze,"","",2022-05-16,"","Garā iela 24, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/317841651
220502-43,2022-05-02,90011631611,SĀKUMIZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,900.000,900.000,"","","",2022-05-31,"","Stāmerienas iela 8, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/321008610
220503-245,2022-05-03,40900011961,VEĻAS PĀRZINIS,Cita,500.000,500.000,Viena vesela slodze,Normālais darba laiks,"",2022-06-30,"","Purvciema iela 23A, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/321188273
220503-236,2022-05-03,40900011961,SKOLOTĀJA PALĪGS,Izglītība / Zinātne,614.000,614.000,Viena vesela slodze,"","",2022-06-30,"","Purvciema iela 23A, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/321186481
220503-238,2022-05-03,40900011961,PIRMSSKOLAS IESTĀŽU UN SKOLU MĀSA,Izglītība / Zinātne,774.000,774.000,Nepilna slodze,"","",2022-06-30,"","Purvciema iela 23A, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/321186749
220503-219,2022-05-03,40900011961,PIRMSSKOLAS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,911.000,911.000,Viena vesela slodze,Normālais darba laiks,"",2022-06-30,"","Purvciema iela 23A, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/321184713
220503-225,2022-05-03,40900011961,INTEREŠU IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,907.000,907.000,Nepilna slodze,"","",2022-06-30,"","Purvciema iela 23A, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/321185181
220503-228,2022-05-03,40900011961,PAGARINĀTĀS DIENAS GRUPAS SKOLOTĀJS,Izglītība / Zinātne,907.000,907.000,Viena vesela slodze,"","",2022-06-30,"","Purvciema iela 23A, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/321185573
220503-223,2022-05-03,40900011961,VISPĀRĒJĀS PAMATIZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,950.000,950.000,Nepilna slodze,"","",2022-06-30,"","Purvciema iela 23A, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/321185003
220503-226,2022-05-03,40900011961,INTEREŠU IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,907.000,907.000,Viena vesela slodze,"","",2022-06-30,"","Purvciema iela 23A, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/321185334
220503-231,2022-05-03,40900011961,VISPĀRĒJĀS PAMATIZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,850.000,850.000,Viena vesela slodze,"","",2022-06-30,"","Purvciema iela 23A, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/321185758
220503-246,2022-05-03,40900011961,SĒTNIEKS,Cita,500.000,500.000,Viena vesela slodze,Normālais darba laiks,"",2022-06-30,"","Purvciema iela 23A, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/321188409
220421-313,2022-04-21,40900012172,PIRMSSKOLAS IESTĀŽU UN SKOLU MĀSA,Veselības aprūpe / Sociālā aprūpe,361.200,361.200,Nepilna slodze,"","",2022-05-21,"","Brūžu iela 6, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/320246951
220331-120,2022-03-31,90000063151,SĀKUMIZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,850.000,850.000,Viena vesela slodze,Normālais darba laiks,30,2022-06-30,"","Uliha iela 33, Liepāja",https://cvvp.nva.gov.lv/#/pub/vakances/318786816
220331-122,2022-03-31,90000063151,LOGOPĒDS,Izglītība / Zinātne,850.000,850.000,Nepilna slodze,Normālais darba laiks,20,2022-06-30,"","Uliha iela 33, Liepāja",https://cvvp.nva.gov.lv/#/pub/vakances/318787200
220331-123,2022-03-31,90000063151,PEDAGOGA PALĪGS,Izglītība / Zinātne,850.000,850.000,Nepilna slodze,Normālais darba laiks,30,2022-06-30,"","Uliha iela 33, Liepāja",https://cvvp.nva.gov.lv/#/pub/vakances/318787503
220405-247,2022-04-05,3513900773,SĒTNIEKS,Cita,500.000,500.000,Viena vesela slodze,"","",2022-05-04,"","Kurzemes prospekts 158, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/319143377
211202-122,2022-04-28,3513900773,MĀSA (MEDICĪNAS MĀSA),Veselības aprūpe / Sociālā aprūpe,1032.000,1032.000,Viena vesela slodze,Normālais darba laiks,40,2022-05-31,"","Kurzemes prospekts 158, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/310809068
220428-182,2022-04-28,3513900773,APKOPĒJS,Cita,500.000,500.000,"","","",2022-05-31,"","Kurzemes prospekts 158, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/320809858
220421-314,2022-04-21,40900012172,BIROJA ADMINISTRATORS,Veselības aprūpe / Sociālā aprūpe,280.000,280.000,Nepilna slodze,"","",2022-05-21,"","Brūžu iela 6, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/320247114
220421-315,2022-04-21,40900012172,PIRMSSKOLAS IZGLĪTĪBAS MŪZIKAS SKOLOTĀJS,Izglītība / Zinātne,911.000,911.000,Viena vesela slodze,Normālais darba laiks,"",2022-05-21,"","Brūžu iela 8, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/320247294
220421-318,2022-04-21,40900012172,SKOLOTĀJS LOGOPĒDS,Izglītība / Zinātne,550.400,550.400,Nepilna slodze,"","",2022-05-21,"","Brūžu iela 8, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/320247502
220413-150,2022-04-13,90000063151,PIRMSSKOLAS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,872.000,872.000,Viena vesela slodze,Summētais darba laiks,"",2022-05-31,"","Grīzupes iela 29, Liepāja",https://cvvp.nva.gov.lv/#/pub/vakances/319798859
220420-182,2022-04-20,50003342481,APKOPĒJS,Pakalpojumi,650.000,700.000,Viena vesela slodze,Summētais darba laiks,40,2022-05-19,"","Tvaika iela 2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/320126050
220413-153,2022-05-03,90000063151,PIRMSSKOLAS IZGLĪTĪBAS MŪZIKAS SKOLOTĀJS,Izglītība / Zinātne,484.830,484.830,Nepilna slodze,Normālais darba laiks,20,2022-05-31,"","Grīzupes iela 29, Liepāja",https://cvvp.nva.gov.lv/#/pub/vakances/319800720
220413-156,2022-04-13,90000063151,VADĪTĀJA VIETNIEKS /DIREKTORA VIETNIEKS /IZPILDDIREKTORS (IZGLĪTĪBAS JOMĀ),Izglītība / Zinātne,982.000,982.000,Viena vesela slodze,Normālais darba laiks,"",2022-05-20,"","Grīzupes iela 29, Liepāja",https://cvvp.nva.gov.lv/#/pub/vakances/319802915
220502-74,2022-05-02,90000063151,PIRMSSKOLAS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,872.000,872.000,Viena vesela slodze,"","",2022-05-31,"","Dunikas iela 9/11, Liepāja",https://cvvp.nva.gov.lv/#/pub/vakances/321020571
220406-86,2022-04-19,90000024845,KONCERTMEISTARS,Kultūra / Māksla,5.000,5.000,"","","",2022-05-06,"","Parka iela 3, Lielvārde, Ogres nov.",https://cvvp.nva.gov.lv/#/pub/vakances/319208131
220422-57,2022-04-22,90000042982,KARTOGRĀFS,Valsts pārvalde,830.000,958.000,Viena vesela slodze,"","",2022-05-13,"","Lielvārdes iela 36, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/320284038
220419-207,2022-04-19,40103073411,ELEKTRIĶIS,Valsts pārvalde,1300.000,1300.000,Viena vesela slodze,"","",2022-05-15,"","Priedes 4, Silakrogs, Ropažu pag., Ropažu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/320000151
220503-21,2022-05-03,90001998587,APRŪPĒTĀJS,Veselības aprūpe / Sociālā aprūpe,608.000,608.000,Viena vesela slodze,Normālais darba laiks,"",2022-05-13,"","Vienības iela 8, Daugavpils",https://cvvp.nva.gov.lv/#/pub/vakances/321141648
220503-42,2022-05-03,90001998587,PSIHOLOGS,Veselības aprūpe / Sociālā aprūpe,850.000,850.000,Viena vesela slodze,Normālais darba laiks,"",2022-05-16,"","Krišjāņa Valdemāra iela 13, Daugavpils",https://cvvp.nva.gov.lv/#/pub/vakances/321150924
220425-41,2022-04-25,90000040638,VECĀKAIS PERSONĀLA INSPEKTORS,Vadība / Administrēšana,1050.000,1050.000,Viena vesela slodze,Normālais darba laiks,40,2022-05-25,"","Flotes iela 12 k-1, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/320391026
220503-112,2022-05-03,90001998587,INTEREŠU PULCIŅA AUDZINĀTĀJS,Izglītība / Zinātne,4.040,4.040,Nepilna slodze,Nepilnais darba laiks,"",2022-05-13,"","Arhitektu iela 21, Daugavpils",https://cvvp.nva.gov.lv/#/pub/vakances/321165911
220503-134,2022-05-03,90001998587,PSIHOLOGS,Veselības aprūpe / Sociālā aprūpe,850.000,850.000,Viena vesela slodze,Normālais darba laiks,"",2022-05-16,"","Arhitektu iela 21, Daugavpils",https://cvvp.nva.gov.lv/#/pub/vakances/321169956
220503-66,2022-05-03,90001998587,APRŪPĒTĀJS,Veselības aprūpe / Sociālā aprūpe,304.000,304.000,Nepilna slodze,Summētais darba laiks,"",2022-05-13,"","18. novembra iela 354V, Daugavpils",https://cvvp.nva.gov.lv/#/pub/vakances/321156636
220421-301,2022-04-21,90000014724,VECĀKAIS EKSPERTS,Valsts pārvalde,1250.000,1565.000,"","","",2022-05-09,"","Smilšu iela 1, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/320243757
220503-354,2022-05-03,90000012723,ASISTENTS PERSONĀM AR INVALIDITĀTI,Izglītība / Zinātne,342.500,342.500,Nepilna slodze,"",20,2022-05-31,"","Parka iela 5, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/321205410
220503-335,2022-05-03,90000012723,FIZIOTERAPEITS,Izglītība / Zinātne,1369.000,1369.000,"","","",2022-05-31,"","Parka iela 5, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/321203089
220503-345,2022-05-03,90000012723,SKOLOTĀJA PALĪGS,Izglītība / Zinātne,700.000,700.000,"","","",2022-05-31,"","Parka iela 5, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/321203775
220422-48,2022-04-22,90000022064,JURISKONSULTS,Valsts pārvalde,1052.000,1382.000,Viena vesela slodze,Normālais darba laiks,40,2022-05-11,"","Skolas iela 28, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/320281971
220420-58,2022-04-20,90000022064,PERSONĀLA SPECIĀLISTS,Valsts pārvalde,940.000,1287.000,Viena vesela slodze,Normālais darba laiks,40,2022-05-05,"","Skolas iela 28, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/320078361
220421-74,2022-04-22,90000024332,Pamatdarbības struktūrvienības VADĪTĀJS/ DIREKTORS/ KOMANDIERIS (izglītības jomā),Valsts pārvalde,1917.000,1917.000,Viena vesela slodze,Normālais darba laiks,"",2022-05-09,"","Zemgales iela 33, Olaine, Olaines nov.",https://cvvp.nva.gov.lv/#/pub/vakances/320171140
220401-297,2022-05-02,40900022414,VISPĀRĒJĀS VIDĒJĀS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,890.000,890.000,Nepilna slodze,"","",2022-06-03,"",Daugavpils,https://cvvp.nva.gov.lv/#/pub/vakances/318938478
220425-203,2022-04-25,40900035122,VECĀKAIS GRĀMATVEDIS,Valsts pārvalde,835.000,1190.000,"","","",2022-05-08,"","Biksēres iela 6, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/320456994
220425-222,2022-04-25,40900035122,VECĀKAIS REFERENTS,Valsts pārvalde,1190.000,1190.000,Viena vesela slodze,Normālais darba laiks,"",2022-05-08,"","Jaunatnes iela 4A, Lūznava, Lūznavas pag., Rēzeknes nov.",https://cvvp.nva.gov.lv/#/pub/vakances/320463219
220420-30,2022-04-29,90000014724,JURISKONSULTS,Valsts pārvalde,950.000,1260.000,"","","",2022-05-09,"","Smilšu iela 1, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/320059258
220425-227,2022-04-25,40900035122,VECĀKAIS REFERENTS,Valsts pārvalde,1287.000,1287.000,Viena vesela slodze,Normālais darba laiks,"",2022-05-08,"","Jaunatnes iela 4A, Lūznava, Lūznavas pag., Rēzeknes nov.",https://cvvp.nva.gov.lv/#/pub/vakances/320464277
220420-201,2022-04-21,90000014724,VECĀKAIS EKSPERTS,Valsts pārvalde,1200.000,1565.000,"","","",2022-05-06,"","Smilšu iela 1, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/320130133
220503-276,2022-05-03,40900035122,JURISKONSULTS,Valsts pārvalde,940.000,1287.000,"","","",2022-05-15,"","Biksēres iela 6, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/321193027
220428-177,2022-04-28,90000014724,VECĀKAIS EKSPERTS,Valsts pārvalde,1250.000,1647.000,"","","",2022-05-12,"","Smilšu iela 1, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/320803693
220429-48,2022-04-29,90000014724,JURISKONSULTS,Valsts pārvalde,1250.000,1647.000,"","","",2022-05-12,"","Smilšu iela 1, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/320880516
220429-52,2022-04-29,90000014724,JURISKONSULTS,Valsts pārvalde,1200.000,1565.000,"","","",2022-05-12,"","Smilšu iela 1, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/320881525
220407-113,2022-04-07,40003227117,TEHNISKAIS STRĀDNIEKS,Pakalpojumi,560.000,700.000,Viena vesela slodze,Normālais darba laiks,40,2022-05-11,"","Kuģu iela 5, Ķegums, Ogres nov.",https://cvvp.nva.gov.lv/#/pub/vakances/319319234
220325-87,2022-04-26,90002067001,PAŠVALDĪBAS POLICIJAS INSPEKTORS,Valsts pārvalde,926.000,926.000,Viena vesela slodze,"","",2022-05-31,"","Muzeja iela 6, Daugavpils",https://cvvp.nva.gov.lv/#/pub/vakances/318401252
220411-103,2022-04-11,40003194600,VECMĀTE,Veselības aprūpe / Sociālā aprūpe,7.920,8.800,Viena vesela slodze,"","",2022-05-10,"","Miera iela 45, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/319534695
220411-108,2022-04-11,40003194600,MĀSAS PALĪGS,Veselības aprūpe / Sociālā aprūpe,4.470,5.850,Viena vesela slodze,"","",2022-05-10,"","Miera iela 45, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/319535742
220426-70,2022-04-26,40003194600,IEKŠĒJĀS KONTROLES GALVENAIS SPECIĀLISTS,Veselības aprūpe / Sociālā aprūpe,1900.000,1900.000,Viena vesela slodze,"","",2022-05-09,"","Miera iela 45, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/320519898
220503-103,2022-05-03,40003194600,"ANESTĒZIJAS, INTENSĪVĀS UN NEATLIEKAMĀS APRŪPES MĀSA",Veselības aprūpe / Sociālā aprūpe,7.920,8.800,Viena vesela slodze,Summētais darba laiks,"",2022-06-02,"","Miera iela 45, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/321165330
